"","tissue","ENSG00000104814"
"3310","Thyroid",4.668
"3311","Ovary",1.549
"3312","Lung",3.456
"3313","Stomach",2.037
"3314","Colon",1.659
"3315","Brain",0.469
"3316","Skin",4.087
"3317","Breast",1.132
"3318","Thyroid",2.393
"3319","Skin",9.349
"3320","Pancreas",0.6207
"3321","Prostate",1.955
"3322","Breast",4.908
"3323","Stomach",2.691
"3324","Esophagus",2.275
"3325","Colon",1.551
"3326","Small Intestine",4.911
"3327","Lung",9.941
"3328","Thyroid",22.53
"3329","Esophagus",1.705
"3330","Small Intestine",59.11
"3331","Stomach",1.707
"3332","Colon",1.216
"3333","Breast",6.339
"3334","Skin",1.015
"3335","Brain",1.224
"3336","Skin",1.045
"3337","Thyroid",2.253
"3338","Prostate",10.56
"3339","Liver",0.851
"3340","Esophagus",1.468
"3341","Colon",10.14
"3342","Kidney",0.5207
"3343","Thyroid",3.448
"3344","Skin",2.62
"3345","Prostate",4.367
"3346","Lung",10.39
"3347","Small Intestine",147.3
"3348","Breast",1.695
"3349","Colon",1.698
"3350","Brain",0.2528
"3351","Brain",1.242
"3352","Skin",1.673
"3353","Thyroid",5.118
"3354","Lung",14.81
"3355","Liver",1.956
"3356","Colon",1.942
"3357","Breast",2.616
"3358","Skin",2.19
"3359","Thyroid",13.57
"3360","Prostate",4.081
"3361","Pancreas",0.6228
"3362","Lung",6.203
"3363","Small Intestine",21.2
"3364","Stomach",1.544
"3365","Colon",0.5454
"3366","Esophagus",1.414
"3367","Breast",1.802
"3368","Pancreas",1.394
"3369","Breast",2.799
"3370","Skin",4.721
"3371","Prostate",2.722
"3372","Thyroid",2.25
"3373","Esophagus",3.247
"3374","Stomach",5.207
"3375","Lung",7.333
"3376","Colon",2.571
"3377","Skin",1.776
"3378","Thyroid",1.984
"3379","Breast",2.013
"3380","Pancreas",0.6207
"3381","Esophagus",2.837
"3382","Prostate",4.158
"3383","Colon",7.201
"3384","Brain",1.789
"3385","Skin",2.667
"3386","Thyroid",4.322
"3387","Lung",7.805
"3388","Prostate",4.384
"3389","Liver",1.561
"3390","Kidney",0.741
"3391","Breast",2.438
"3392","Esophagus",0.8288
"3393","Stomach",2.181
"3394","Colon",1.905
"3395","Brain",2.002
"3396","Lung",12.4
"3397","Skin",7.193
"3398","Breast",1.432
"3399","Thyroid",5.92
"3400","Skin",1.52
"3401","Colon",13.28
"3402","Breast",3.946
"3403","Esophagus",2.141
"3404","Stomach",1.855
"3405","Brain",1.486
"3406","Skin",1.587
"3407","Thyroid",3.653
"3408","Pancreas",4.8
"3409","Lung",10.03
"3410","Kidney",3.106
"3411","Breast",2.372
"3412","Stomach",5.672
"3413","Esophagus",1.849
"3414","Prostate",8.836
"3415","Colon",14.85
"3416","Lung",19.47
"3417","Skin",1.758
"3418","Brain",2.228
"3419","Skin",2.484
"3420","Esophagus",1.665
"3421","Stomach",4.641
"3422","Kidney",2.372
"3423","Thyroid",3.485
"3424","Lung",11.29
"3425","Colon",2.972
"3426","Brain",6.514
"3427","Skin",1.982
"3428","Esophagus",0.9726
"3429","Kidney",7.937
"3430","Thyroid",2.539
"3431","Prostate",4.617
"3432","Colon",1.698
"3433","Small Intestine",86.96
"3434","Breast",1.992
"3435","Skin",0.8696
"3436","Thyroid",5.039
"3437","Lung",7.248
"3438","Esophagus",1.994
"3439","Brain",1.838
"3440","Brain",2.755
"3441","Skin",1.994
"3442","Esophagus",0.7321
"3443","Ovary",2.197
"3444","Colon",2.042
"3445","Stomach",8.817
"3446","Breast",1.496
"3447","Brain",0.3523
"3448","Skin",2.056
"3449","Thyroid",10.78
"3450","Lung",21.82
"3451","Colon",1.313
"3452","Breast",2.475
"3453","Prostate",1.584
"3454","Skin",1.384
"3455","Lung",8.953
"3456","Stomach",2.625
"3457","Small Intestine",66.75
"3458","Colon",3.365
"3459","Ovary",2.338
"3460","Uterus",1.938
"3461","Pancreas",0.5893
"3462","Esophagus",2.427
"3463","Stomach",1.94
"3464","Skin",3.324
"3465","Prostate",2.415
"3466","Thyroid",4.091
"3467","Colon",1.332
"3468","Breast",2.316
"3469","Thyroid",2.994
"3470","Lung",10.83
"3471","Pancreas",1.081
"3472","Skin",2.972
"3473","Esophagus",1.43
"3474","Skin",2.887
"3475","Liver",3.169
"3476","Thyroid",2.421
"3477","Lung",11.79
"3478","Breast",5.048
"3479","Pancreas",0.5374
"3480","Kidney",1.447
"3481","Esophagus",2.74
"3482","Ovary",1.549
"3483","Uterus",2.252
"3484","Small Intestine",44.13
"3485","Colon",19.86
"3486","Skin",3.965
"3487","Breast",1.684
"3488","Lung",20.13
"3489","Thyroid",5.627
"3490","Esophagus",2.757
"3491","Liver",1.988
"3492","Prostate",1.671
"3493","Esophagus",0.696
"3494","Skin",0.9547
"3495","Prostate",0.7529
"3496","Stomach",2.881
"3497","Pancreas",0.2003
"3498","Colon",0.9357
"3499","Breast",2.269
"3500","Brain",2.102
"3501","Skin",4.443
"3502","Lung",28.55
"3503","Colon",9.308
"3504","Esophagus",1.417
"3505","Prostate",5.885
"3506","Liver",2.132
"3507","Thyroid",2.091
"3508","Colon",4.737
"3509","Ovary",3.02
"3510","Uterus",2.239
"3511","Skin",2.607
"3512","Breast",3.134
"3513","Brain",2.568
"3514","Skin",2.969
"3515","Lung",13.11
"3516","Thyroid",4.894
"3517","Esophagus",0.5895
"3518","Liver",2.296
"3519","Breast",0.9053
"3520","Skin",2.017
"3521","Thyroid",4.955
"3522","Lung",7.401
"3523","Liver",1.629
"3524","Stomach",1.168
"3525","Breast",1.386
"3526","Liver",2.43
"3527","Lung",14.96
"3528","Kidney",0.8812
"3529","Skin",3.372
"3530","Prostate",0.7977
"3531","Brain",3.148
"3532","Pancreas",0.6415
"3533","Lung",7.398
"3534","Esophagus",2.427
"3535","Stomach",5.756
"3536","Breast",2.445
"3537","Prostate",4.327
"3538","Skin",2.483
"3539","Thyroid",1.352
"3540","Colon",1.908
"3541","Small Intestine",57.4
"3542","Lung",6.889
"3543","Pancreas",0.6716
"3544","Prostate",5.145
"3545","Skin",1.392
"3546","Esophagus",1.678
"3547","Stomach",1.578
"3548","Small Intestine",13.84
"3549","Colon",0.7758
"3550","Breast",0.4246
"3551","Brain",1.107
"3552","Skin",2.31
"3553","Thyroid",4.862
"3554","Lung",13.15
"3555","Esophagus",1.137
"3556","Colon",1.42
"3557","Skin",1.027
"3558","Thyroid",4.052
"3559","Breast",2.305
"3560","Esophagus",1.474
"3561","Stomach",11.07
"3562","Small Intestine",154.1
"3563","Colon",1.673
"3564","Prostate",4.989
"3565","Brain",0.8603
"3566","Skin",6.294
"3567","Lung",7.152
"3568","Breast",1.578
"3569","Esophagus",1.538
"3570","Brain",1.516
"3571","Skin",3.665
"3572","Thyroid",3.309
"3573","Lung",10.1
"3574","Esophagus",1.054
"3575","Colon",2.029
"3576","Prostate",1.583
"3577","Kidney",0.2537
"3578","Pancreas",0.5424
"3579","Thyroid",2.561
"3580","Breast",2.558
"3581","Prostate",3.367
"3582","Esophagus",1.881
"3583","Stomach",1.787
"3584","Colon",1.142
"3585","Skin",2.55
"3586","Thyroid",50.69
"3587","Esophagus",1.714
"3588","Ovary",3.651
"3589","Uterus",2.982
"3590","Skin",1.659
"3591","Small Intestine",101.9
"3592","Stomach",2.145
"3593","Colon",1.921
"3594","Lung",7.934
"3595","Pancreas",0.4186
"3596","Liver",1.392
"3597","Skin",1.32
"3598","Thyroid",1.819
"3599","Colon",6.714
"3600","Esophagus",0.56
"3601","Stomach",6.19
"3602","Breast",1.881
"3603","Uterus",1.333
"3604","Ovary",1.007
"3605","Brain",4.358
"3606","Thyroid",4.19
"3607","Liver",1.365
"3608","Uterus",2.146
"3609","Small Intestine",2.657
"3610","Esophagus",1.907
"3611","Colon",10.58
"3612","Skin",2.37
"3613","Brain",0.5177
"3614","Ovary",1.185
"3615","Colon",0.8893
"3616","Skin",0.599
"3617","Breast",3.014
"3618","Esophagus",1.326
"3619","Ovary",1.263
"3620","Skin",3.324
"3621","Brain",1.114
"3622","Colon",1.398
"3623","Esophagus",1.308
"3624","Prostate",5.023
"3625","Skin",3.689
"3626","Breast",3.691
"3627","Pancreas",0.221
"3628","Skin",2.134
"3629","Stomach",2.626
"3630","Breast",3.156
"3631","Colon",0.9558
"3632","Brain",1.986
"3633","Lung",11.37
"3634","Thyroid",4.771
"3635","Esophagus",1.316
"3636","Colon",16.4
"3637","Breast",1.667
"3638","Skin",1.185
"3639","Brain",0.4555
"3640","Esophagus",0.4022
"3641","Skin",2.306
"3642","Skin",1.876
"3643","Thyroid",1.972
"3644","Breast",4.164
"3645","Esophagus",2.763
"3646","Stomach",1.139
"3647","Colon",10.55
"3648","Ovary",1.694
"3649","Skin",1.359
"3650","Thyroid",1.776
"3651","Lung",5.628
"3652","Pancreas",0.6411
"3653","Breast",3.044
"3654","Esophagus",1.023
"3655","Stomach",1.569
"3656","Colon",1.674
"3657","Ovary",3.342
"3658","Brain",1.483
"3659","Lung",8.89
"3660","Skin",9.46
"3661","Colon",1.462
"3662","Brain",1.821
"3663","Skin",9.628
"3664","Thyroid",3.503
"3665","Lung",6.616
"3666","Breast",4.475
"3667","Esophagus",1.071
"3668","Pancreas",1.157
"3669","Skin",1.215
"3670","Breast",3.502
"3671","Esophagus",10.33
"3672","Colon",4.843
"3673","Breast",6.978
"3674","Ovary",2.066
"3675","Uterus",2.677
"3676","Skin",1.231
"3677","Brain",0.9504
"3678","Lung",3.069
"3679","Esophagus",0.6599
"3680","Thyroid",8.181
"3681","Breast",2.78
"3682","Skin",8.884
"3683","Thyroid",1.954
"3684","Lung",10.97
"3685","Ovary",0.8582
"3686","Colon",2.835
"3687","Skin",3.041
"3688","Esophagus",1.64
"3689","Breast",2.305
"3690","Brain",0.907
"3691","Skin",2.471
"3692","Esophagus",0.2571
"3693","Breast",4.62
"3694","Skin",0.8923
"3695","Esophagus",1.873
"3696","Stomach",0.8693
"3697","Uterus",3.04
"3698","Skin",1.437
"3699","Thyroid",2.536
"3700","Lung",7.254
"3701","Pancreas",0.5408
"3702","Esophagus",3.298
"3703","Stomach",4.145
"3704","Colon",3.644
"3705","Prostate",5.193
"3706","Small Intestine",114.5
"3707","Lung",13.24
"3708","Liver",2.414
"3709","Esophagus",3.044
"3710","Stomach",7.592
"3711","Brain",0.7627
"3712","Skin",1.54
"3713","Prostate",1.479
"3714","Thyroid",3.225
"3715","Lung",13.67
"3716","Breast",1.429
"3717","Esophagus",1.054
"3718","Thyroid",39.87
"3719","Skin",2.372
"3720","Colon",21.73
"3721","Breast",1.967
"3722","Esophagus",1.894
"3723","Skin",1.351
"3724","Thyroid",2.179
"3725","Pancreas",0.6831
"3726","Prostate",2.894
"3727","Esophagus",0.7816
"3728","Stomach",3.424
"3729","Small Intestine",31.62
"3730","Kidney",8.296
"3731","Colon",0.8635
"3732","Skin",2.333
"3733","Stomach",2.662
"3734","Colon",8.832
"3735","Pancreas",0.6249
"3736","Esophagus",4.893
"3737","Brain",1.907
"3738","Skin",2.184
"3739","Lung",4.278
"3740","Esophagus",1.495
"3741","Kidney",11.58
"3742","Brain",2.441
"3743","Skin",2.672
"3744","Prostate",8.03
"3745","Breast",3.041
"3746","Esophagus",4.189
"3747","Skin",1.029
"3748","Kidney",0.7762
"3749","Colon",1.091
"3750","Pancreas",0.527
"3751","Breast",0.5188
"3752","Esophagus",1.141
"3753","Skin",2.286
"3754","Thyroid",4.43
"3755","Breast",2.863
"3756","Esophagus",1.404
"3757","Colon",2.501
"3758","Brain",0.8914
"3759","Breast",1.612
"3760","Skin",2.905
"3761","Esophagus",1.742
"3762","Colon",3.948
"3763","Skin",1.073
"3764","Lung",7.079
"3765","Pancreas",1.175
"3766","Esophagus",1.92
"3767","Stomach",2.489
"3768","Small Intestine",95.6
"3769","Colon",8.673
"3770","Pancreas",0.2358
"3771","Thyroid",3.339
"3772","Esophagus",3.145
"3773","Breast",1.733
"3774","Skin",1.486
"3775","Thyroid",1.842
"3776","Lung",6.465
"3777","Uterus",1.592
"3778","Colon",8.844
"3779","Brain",1.022
"3780","Esophagus",0.9134
"3781","Liver",1.438
"3782","Kidney",0.617
"3783","Breast",2.42
"3784","Brain",2.167
"3785","Skin",2.876
"3786","Thyroid",3.687
"3787","Pancreas",0.3365
"3788","Esophagus",0.5018
"3789","Skin",1.815
"3790","Thyroid",2.432
"3791","Brain",2.132
"3792","Pancreas",0.4558
"3793","Colon",0.9971
"3794","Esophagus",2.646
"3795","Thyroid",1.641
"3796","Skin",1.746
"3797","Skin",0.9359
"3798","Thyroid",3.487
"3799","Lung",9.401
"3800","Esophagus",2.763
"3801","Small Intestine",108.1
"3802","Colon",5.871
"3803","Prostate",6.598
"3804","Brain",1.083
"3805","Skin",4.653
"3806","Thyroid",22.61
"3807","Lung",5.778
"3808","Ovary",1.155
"3809","Kidney",1.629
"3810","Breast",1.152
"3811","Small Intestine",1.683
"3812","Colon",1.205
"3813","Esophagus",1.625
"3814","Pancreas",0.5887
"3815","Prostate",13.63
"3816","Lung",18.24
"3817","Thyroid",6.586
"3818","Breast",3.929
"3819","Prostate",2.812
"3820","Colon",2.564
"3821","Brain",2.617
"3822","Skin",3.374
"3823","Thyroid",4.063
"3824","Ovary",1
"3825","Pancreas",0.218
"3826","Uterus",1.735
"3827","Colon",3.16
"3828","Liver",2.145
"3829","Skin",1.048
"3830","Thyroid",4.146
"3831","Colon",1.833
"3832","Skin",1.458
"3833","Thyroid",3.497
"3834","Breast",1.839
"3835","Esophagus",1.735
"3836","Small Intestine",127.1
"3837","Colon",1.675
"3838","Thyroid",4.112
"3839","Prostate",2.331
"3840","Esophagus",23.94
"3841","Pancreas",0.1341
"3842","Colon",14.15
"3843","Skin",1.859
"3844","Esophagus",2.704
"3845","Small Intestine",158.3
"3846","Ovary",1.975
"3847","Uterus",5.824
"3848","Colon",2.982
"3849","Skin",1.372
"3850","Thyroid",1.739
"3851","Esophagus",2.008
"3852","Stomach",1.901
"3853","Colon",30.29
"3854","Prostate",5.05
"3855","Skin",0.8957
"3856","Esophagus",1.731
"3857","Liver",1.946
"3858","Lung",6.733
"3859","Thyroid",5.856
"3860","Colon",2.04
"3861","Brain",2.066
"3862","Skin",3.243
"3863","Breast",9.146
"3864","Colon",3.353
"3865","Brain",2.703
"3866","Esophagus",2.346
"3867","Thyroid",4.384
"3868","Breast",2.408
"3869","Skin",3.894
"3870","Lung",12.92
"3871","Colon",2.982
"3872","Brain",1.364
"3873","Lung",11.95
"3874","Breast",0.3912
"3875","Skin",2.341
"3876","Skin",0.7264
"3877","Thyroid",2.067
"3878","Stomach",2.062
"3879","Prostate",5.518
"3880","Esophagus",1.749
"3881","Colon",7.645
"3882","Pancreas",0.6599
"3883","Skin",2.614
"3884","Thyroid",3.779
"3885","Lung",7.803
"3886","Pancreas",1.832
"3887","Kidney",3.171
"3888","Colon",28.06
"3889","Prostate",1.461
"3890","Brain",1.951
"3891","Thyroid",3.288
"3892","Skin",3.075
"3893","Lung",10.48
"3894","Pancreas",0.5126
"3895","Esophagus",0.9609
"3896","Skin",1.052
"3897","Thyroid",3.906
"3898","Lung",8.071
"3899","Stomach",4.654
"3900","Esophagus",1.241
"3901","Breast",4.704
"3902","Colon",5.883
"3903","Prostate",4.029
"3904","Thyroid",46.02
"3905","Liver",1.305
"3906","Esophagus",3.2
"3907","Stomach",3.589
"3908","Colon",15.96
"3909","Small Intestine",3.15
"3910","Breast",2.468
"3911","Skin",4.48
"3912","Skin",8.651
"3913","Thyroid",4.097
"3914","Lung",14.03
"3915","Breast",7.316
"3916","Pancreas",0.3918
"3917","Esophagus",0.8267
"3918","Ovary",1.09
"3919","Brain",1.412
"3920","Skin",2.055
"3921","Breast",2.647
"3922","Thyroid",9.131
"3923","Lung",14.13
"3924","Stomach",2.666
"3925","Esophagus",2.573
"3926","Colon",10.67
"3927","Brain",2.227
"3928","Thyroid",5.196
"3929","Pancreas",0.3674
"3930","Skin",2.677
"3931","Breast",1.774
"3932","Ovary",2.402
"3933","Uterus",1.547
"3934","Esophagus",5.058
"3935","Small Intestine",177.2
"3936","Stomach",3.817
"3937","Colon",1.968
"3938","Prostate",2.692
"3939","Skin",3.236
"3940","Lung",5.126
"3941","Breast",1.485
"3942","Pancreas",0.8537
"3943","Esophagus",2.341
"3944","Stomach",5.004
"3945","Colon",1.467
"3946","Skin",2.801
"3947","Thyroid",2.325
"3948","Lung",6.635
"3949","Pancreas",0.8755
"3950","Prostate",1.367
"3951","Esophagus",2.255
"3952","Stomach",2.618
"3953","Colon",1.665
"3954","Small Intestine",32.44
"3955","Liver",0.5256
"3956","Thyroid",2.774
"3957","Esophagus",0.9855
"3958","Skin",1.691
"3959","Thyroid",2.878
"3960","Esophagus",5.728
"3961","Stomach",1.892
"3962","Colon",7.353
"3963","Ovary",5.152
"3964","Skin",3.517
"3965","Prostate",7.057
"3966","Liver",1.33
"3967","Kidney",1.213
"3968","Thyroid",3.04
"3969","Brain",2.165
"3970","Thyroid",4.234
"3971","Esophagus",3.005
"3972","Colon",2.217
"3973","Skin",2.345
"3974","Breast",0.9488
"3975","Skin",1.73
"3976","Thyroid",2.967
"3977","Liver",0.8709
"3978","Esophagus",2.164
"3979","Stomach",3.651
"3980","Ovary",1.061
"3981","Breast",3.241
"3982","Pancreas",0.5078
"3983","Colon",10.32
"3984","Small Intestine",138
"3985","Thyroid",79.2
"3986","Esophagus",4.191
"3987","Stomach",2.438
"3988","Pancreas",0.2593
"3989","Breast",1.359
"3990","Skin",3.083
"3991","Small Intestine",15.31
"3992","Colon",1.563
"3993","Brain",0.9884
"3994","Thyroid",2.741
"3995","Skin",2.208
"3996","Pancreas",0.6755
"3997","Esophagus",0.5969
"3998","Breast",5.836
"3999","Prostate",10.15
"4000","Skin",1.524
"4001","Pancreas",0.2197
"4002","Esophagus",3.034
"4003","Stomach",7.452
"4004","Breast",3.035
"4005","Small Intestine",11.34
"4006","Colon",1.07
"4007","Pancreas",0.4746
"4008","Small Intestine",23.89
"4009","Breast",0.7391
"4010","Skin",2.225
"4011","Thyroid",2.612
"4012","Breast",1.287
"4013","Liver",1.421
"4014","Uterus",3.293
"4015","Esophagus",1.969
"4016","Small Intestine",1.263
"4017","Colon",2.09
"4018","Brain",1.687
"4019","Skin",7.037
"4020","Thyroid",5.428
"4021","Esophagus",1.893
"4022","Small Intestine",87.24
"4023","Thyroid",4.569
"4024","Stomach",4.418
"4025","Pancreas",2.391
"4026","Esophagus",5.32
"4027","Small Intestine",36.7
"4028","Colon",3.42
"4029","Thyroid",3.626
"4030","Lung",17.33
"4031","Esophagus",1.638
"4032","Colon",6.752
"4033","Small Intestine",20.03
"4034","Breast",2.278
"4035","Skin",1.04
"4036","Breast",4.022
"4037","Skin",1.851
"4038","Uterus",1.437
"4039","Ovary",2.642
"4040","Esophagus",2.341
"4041","Brain",1.991
"4042","Esophagus",1.515
"4043","Kidney",2.561
"4044","Colon",0.9745
"4045","Skin",1.508
"4046","Skin",2.178
"4047","Thyroid",2.99
"4048","Esophagus",0.6086
"4049","Pancreas",0.4614
"4050","Colon",7.181
"4051","Small Intestine",89.58
"4052","Skin",1.557
"4053","Prostate",1.465
"4054","Thyroid",3.184
"4055","Lung",5.456
"4056","Breast",2.242
"4057","Pancreas",0.428
"4058","Esophagus",1.379
"4059","Colon",1.396
"4060","Small Intestine",176
"4061","Lung",26.01
"4062","Thyroid",3.982
"4063","Esophagus",3.843
"4064","Stomach",1.849
"4065","Small Intestine",106.8
"4066","Colon",9.345
"4067","Skin",5.731
"4068","Thyroid",4.62
"4069","Breast",3.711
"4070","Lung",6.558
"4071","Skin",1.627
"4072","Esophagus",0.6669
"4073","Esophagus",2.74
"4074","Stomach",2.525
"4075","Skin",1.332
"4076","Skin",2.198
"4077","Uterus",2.737
"4078","Ovary",1.339
"4079","Thyroid",5.383
"4080","Lung",8.263
"4081","Colon",15.52
"4082","Esophagus",0.4293
"4083","Brain",2.695
"4084","Brain",0.5091
"4085","Lung",13.24
"4086","Esophagus",2.114
"4087","Colon",3.109
"4088","Breast",2.155
"4089","Skin",2.025
"4090","Thyroid",2.442
"4091","Esophagus",1.169
"4092","Stomach",7.52
"4093","Skin",2.895
"4094","Colon",1.817
"4095","Brain",0.28
"4096","Thyroid",1.886
"4097","Lung",9.671
"4098","Esophagus",1.484
"4099","Brain",2.664
"4100","Skin",2.768
"4101","Thyroid",3.244
"4102","Liver",1.173
"4103","Breast",1.805
"4104","Stomach",2.513
"4105","Colon",1.75
"4106","Thyroid",21.84
"4107","Lung",9.963
"4108","Esophagus",1.402
"4109","Stomach",2.037
"4110","Colon",16.15
"4111","Prostate",6.206
"4112","Skin",2.259
"4113","Lung",10.13
"4114","Liver",0.4991
"4115","Colon",3.433
"4116","Skin",1.605
"4117","Esophagus",1.761
"4118","Small Intestine",67.97
"4119","Colon",1.981
"4120","Prostate",2.402
"4121","Thyroid",1.222
"4122","Ovary",0.7663
"4123","Skin",0.9818
"4124","Lung",16.6
"4125","Pancreas",0.2954
"4126","Esophagus",1.258
"4127","Colon",1.714
"4128","Skin",1.33
"4129","Colon",1.406
"4130","Skin",1.94
"4131","Breast",2.219
"4132","Uterus",2.161
"4133","Liver",3.04
"4134","Esophagus",1.887
"4135","Skin",4.23
"4136","Esophagus",0.9775
"4137","Breast",1.963
"4138","Skin",1.228
"4139","Stomach",0.9506
"4140","Small Intestine",1.89
"4141","Pancreas",0.7053
"4142","Esophagus",2.388
"4143","Stomach",2.113
"4144","Prostate",5.449
"4145","Colon",2.053
"4146","Skin",3.902
"4147","Skin",1.12
"4148","Thyroid",7.021
"4149","Esophagus",2.717
"4150","Pancreas",0.615
"4151","Colon",8.43
"4152","Skin",0.158
"4153","Brain",1.333
"4154","Lung",9.717
"4155","Esophagus",0.7839
"4156","Thyroid",4.202
"4157","Brain",1.889
"4158","Lung",19.58
"4159","Esophagus",5.382
"4160","Uterus",4.715
"4161","Pancreas",1.879
"4162","Skin",0.333
"4163","Thyroid",1.97
"4164","Lung",13.47
"4165","Esophagus",5.406
"4166","Stomach",1.996
"4167","Pancreas",0.6442
"4168","Colon",5.249
"4169","Prostate",2.228
"4170","Skin",0.2217
"4171","Brain",1.776
"4172","Skin",0.1043
"4173","Brain",1.475
"4174","Skin",0.1357
"4175","Brain",1.596
"4176","Brain",1.902
"4177","Skin",2.485
"4178","Lung",14.49
"4179","Esophagus",2.394
"4180","Pancreas",0.5716
"4181","Kidney",1.904
"4182","Prostate",2.867
"4183","Skin",0.07146
"4184","Lung",6.281
"4185","Esophagus",1.748
"4186","Liver",4.065
"4187","Pancreas",0.5179
"4188","Colon",2.694
"4189","Skin",0.305
"4190","Skin",0.3492
"4191","Lung",10.16
"4192","Liver",1.038
"4193","Esophagus",2.725
"4194","Kidney",1.231
"4195","Thyroid",2.588
"4196","Stomach",1.58
"4197","Skin",0.2437
"4198","Lung",7.016
"4199","Colon",3.778
"4200","Stomach",2.707
"4201","Skin",0.3644
"4202","Stomach",2.845
"4203","Uterus",2.073
"4204","Ovary",1.302
"4205","Thyroid",3.562
"4206","Skin",0.2027
"4207","Lung",17.92
"4208","Pancreas",0.6591
"4209","Uterus",1.42
"4210","Ovary",1.397
"4211","Thyroid",21.45
"4212","Skin",0.186
"4213","Lung",5.002
"4214","Esophagus",1.379
"4215","Pancreas",0.5831
"4216","Colon",1.724
"4217","Stomach",2.501
"4218","Thyroid",1.622
"4219","Skin",0.1307
"4220","Brain",1.846
"4221","Esophagus",3.464
"4222","Uterus",5.438
"4223","Colon",12.01
"4224","Skin",4.814
"4225","Lung",9.816
"4226","Esophagus",2.225
"4227","Liver",1.693
"4228","Pancreas",1.485
"4229","Colon",14.18
"4230","Stomach",1.707
"4231","Prostate",4.951
"4232","Thyroid",1.531
"4233","Skin",0.1911
"4234","Thyroid",1.843
"4235","Lung",8.883
"4236","Esophagus",1.995
"4237","Skin",1.094
"4238","Lung",7.429
"4239","Esophagus",2.461
"4240","Colon",2.73
"4241","Stomach",1.739
"4242","Prostate",2.048
"4243","Skin",0.7948
"4244","Thyroid",2.38
"4245","Lung",9.552
"4246","Esophagus",1.527
"4247","Pancreas",0.8201
"4248","Skin",0.773
"4249","Lung",15.73
"4250","Liver",2.283
"4251","Pancreas",0.2796
"4252","Colon",11.17
"4253","Stomach",5.692
"4254","Prostate",20.62
"4255","Thyroid",3.572
"4256","Skin",2.019
"4257","Lung",10.79
"4258","Esophagus",5.092
"4259","Pancreas",0.6307
"4260","Prostate",1.929
"4261","Skin",0.1677
"4262","Thyroid",4.959
"4263","Lung",16.01
"4264","Esophagus",2.242
"4265","Pancreas",0.5386
"4266","Stomach",4.074
"4267","Colon",11.54
"4268","Skin",2.112
"4269","Lung",14
"4270","Esophagus",7.404
"4271","Colon",2.072
"4272","Stomach",2.45
"4273","Prostate",5.938
"4274","Thyroid",2.851
"4275","Brain",0.8571
"4276","Skin",4.533
"4277","Lung",6.596
"4278","Thyroid",2.838
"4279","Esophagus",1.014
"4280","Colon",6.618
"4281","Brain",0.6008
"4282","Skin",3.08
"4283","Lung",7.421
"4284","Colon",15.65
"4285","Thyroid",3.276
"4286","Skin",3.283
"4287","Thyroid",1.722
"4288","Lung",16.7
"4289","Esophagus",1.548
"4290","Brain",0.9854
"4291","Thyroid",0.9342
"4292","Liver",0.6196
"4293","Skin",4.577
"4294","Brain",2.06
"4295","Lung",16.99
"4296","Esophagus",2.668
"4297","Skin",0.3533
"4298","Lung",5.171
"4299","Esophagus",9.542
"4300","Pancreas",0.4632
"4301","Colon",3.473
"4302","Stomach",2.144
"4303","Uterus",2.459
"4304","Ovary",1.507
"4305","Skin",0.3285
"4306","Lung",7.132
"4307","Esophagus",3.249
"4308","Pancreas",0.5239
"4309","Stomach",1.45
"4310","Prostate",5.669
"4311","Thyroid",2.217
"4312","Skin",0.6227
"4313","Lung",5.674
"4314","Esophagus",11.69
"4315","Pancreas",0.9967
"4316","Kidney",0.7137
"4317","Prostate",16.61
"4318","Thyroid",1.592
"4319","Skin",0.1063
"4320","Lung",14.42
"4321","Esophagus",4.396
"4322","Colon",4.265
"4323","Stomach",0.7593
"4324","Uterus",4.66
"4325","Ovary",1.77
"4326","Thyroid",4.546
"4327","Skin",7.181
"4328","Thyroid",7.536
"4329","Lung",9.016
"4330","Esophagus",5.228
"4331","Liver",1.899
"4332","Colon",14.05
"4333","Stomach",21.63
"4334","Ovary",2.255
"4335","Uterus",2.981
"4336","Skin",1.035
"4337","Lung",10.5
"4338","Thyroid",4.301
"4339","Esophagus",2.2
"4340","Ovary",1.825
"4341","Lung",9.214
"4342","Esophagus",2.776
"4343","Colon",6.496
"4344","Stomach",4.75
"4345","Skin",6.446
"4346","Skin",3.14
"4347","Lung",7.522
"4348","Esophagus",2.626
"4349","Pancreas",0.5485
"4350","Stomach",1.983
"4351","Colon",5.253
"4352","Prostate",4.106
"4353","Skin",0.4535
"4354","Lung",13.37
"4355","Esophagus",2.636
"4356","Stomach",9.879
"4357","Uterus",5.179
"4358","Ovary",4.128
"4359","Skin",0.07066
"4360","Thyroid",3.129
"4361","Lung",7.078
"4362","Esophagus",0.3554
"4363","Skin",0.1649
"4364","Lung",9.28
"4365","Esophagus",6.548
"4366","Pancreas",0.47
"4367","Breast",0.8694
"4368","Colon",8.078
"4369","Skin",3.629
"4370","Brain",1.556
"4371","Lung",17.51
"4372","Esophagus",0.9446
"4373","Skin",0.3346
"4374","Lung",9.114
"4375","Pancreas",1.116
"4376","Stomach",4.326
"4377","Skin",4.578
"4378","Esophagus",1.113
"4379","Stomach",2.956
"4380","Colon",3.505
"4381","Ovary",2.448
"4382","Uterus",2.48
"4383","Thyroid",2.171
"4384","Skin",5.122
"4385","Esophagus",1.739
"4386","Colon",2.855
